ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|69|153|0.450980392156863|Gender|Female|0|3|0|0|0|69|153|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|18|41|0.439024390243902|Grade Level|10th Grade|0|1|0|0|0|18|41|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|44|62|0.709677419354839|Grade Level|9th Grade|0|2|0|0|0|44|62|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|44|86|0.511627906976744|Grade Level|11th Grade|0|3|0|0|0|44|86|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|50|88|0.568181818181818|Grade Level|12th Grade|0|4|0|0|0|50|88|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|||0.5|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|4|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|18|24|0.75|Race/Ethnicity|Black/African American|0|3|2|0|0|18|24|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|46|56|0.821428571428571|Race/Ethnicity|White|0|4|2|0|0|46|56|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|27|63|0.428571428571429|Race/Ethnicity|Multiracial|0|5|2|0|0|27|63|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|58|123|0.471544715447154|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|58|123|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|107|218|0.490825688073394|Race/Ethnicity|Students of Color|0|7|2|0|0|107|218|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|21|277|0.075812274368231|All|All|0|1|0|0|0|21|277|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|3|79|0.0379746835443038|First Generation Status|Not First Generation|0|1|0|0|0|3|79|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|18|198|0.0909090909090909|First Generation Status|First Generation|0|2|0|0|0|18|198|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|0|13|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|13|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|17|111|0.153153153153153|Gender|Male|0|2|0|0|0|17|111|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|4|153|0.0261437908496732|Gender|Female|0|3|0|0|0|4|153|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|0|41|0|Grade Level|10th Grade|0|1|0|0|0|0|41|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|3|62|0.0483870967741935|Grade Level|9th Grade|0|2|0|0|0|3|62|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|4|86|0.0465116279069767|Grade Level|11th Grade|0|3|0|0|0|4|86|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|14|88|0.159090909090909|Grade Level|12th Grade|0|4|0|0|0|14|88|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|||0|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|0|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|0|24|0|Race/Ethnicity|Black/African American|0|3|2|0|0|0|24|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|10|56|0.178571428571429|Race/Ethnicity|White|0|4|2|0|0|10|56|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|0|63|0|Race/Ethnicity|Multiracial|0|5|2|0|0|0|63|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|8|123|0.0650406504065041|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|8|123|na|2024
sch04|sch04|RegionA|DC|q18d|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Yes/No|8|218|0.036697247706422|Race/Ethnicity|Students of Color|0|7|2|0|0|8|218|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|12|277|0.0433212996389892|All|All|0|1|0|0|0|12|277|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|12|79|0.151898734177215|First Generation Status|Not First Generation|0|1|0|0|0|12|79|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|198|0|First Generation Status|First Generation|0|2|0|0|0|0|198|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|13|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|13|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|3|111|0.027027027027027|Gender|Male|0|2|0|0|0|3|111|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|9|153|0.0588235294117647|Gender|Female|0|3|0|0|0|9|153|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|41|0|Grade Level|10th Grade|0|1|0|0|0|0|41|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|3|62|0.0483870967741935|Grade Level|9th Grade|0|2|0|0|0|3|62|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|9|86|0.104651162790698|Grade Level|11th Grade|0|3|0|0|0|9|86|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|88|0|Grade Level|12th Grade|0|4|0|0|0|0|88|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|||0|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|0|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|24|0|Race/Ethnicity|Black/African American|0|3|2|0|0|0|24|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|56|0|Race/Ethnicity|White|0|4|2|0|0|0|56|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|63|0|Race/Ethnicity|Multiracial|0|5|2|0|0|0|63|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|9|123|0.0731707317073171|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|9|123|na|2024
sch04|sch04|RegionA|DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|9|218|0.0412844036697248|Race/Ethnicity|Students of Color|0|7|2|0|0|9|218|na|2024
sch04|sch04|RegionA|DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|104|268|0.388059701492537|All|All|0|1|0|0|0|104|268|na|2024
sch04|sch04|RegionA|DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|22|79|0.278481012658228|First Generation Status|Not First Generation|0|1|0|0|0|22|79|na|2024
sch04|sch04|RegionA|DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|82|189|0.433862433862434|First Generation Status|First Generation|0|2|0|0|0|82|189|na|2024
sch04|sch04|RegionA|DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|4|13|0.307692307692308|Gender|Other/Prefer Not to Say|0|1|0|0|0|4|13|na|2024
sch04|sch04|RegionA|DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|36|102|0.352941176470588|Gender|Male|0|2|0|0|0|36|102|na|2024
sch04|sch04|RegionA|DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|64|153|0.418300653594771|Gender|Female|0|3|0|0|0|64|153|na|2024
