ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_staffs|pct_met|report_group|staff_group|Placeholder|Construct_rpt|Survey_Question_Filter|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_staffs_og|suppression_notes|year
sch01|sch01|RegionA|DC|q13e|Which type(s) of dual credit courses do/did you teach?|Other (please specify)|Multiselect|0|231|0|All|All|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|0|231|na|2024
sch01|sch01|RegionA|DC|q13e|Which type(s) of dual credit courses do/did you teach?|Other (please specify)|Multiselect|0|44|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|0|44|na|2024
sch01|sch01|RegionA|DC|q13e|Which type(s) of dual credit courses do/did you teach?|Other (please specify)|Multiselect|0|77|0|Gender|Male|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|0|77|na|2024
sch01|sch01|RegionA|DC|q13e|Which type(s) of dual credit courses do/did you teach?|Other (please specify)|Multiselect|0|110|0|Gender|Female|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|0|110|na|2024
sch01|sch01|RegionA|DC|q13e|Which type(s) of dual credit courses do/did you teach?|Other (please specify)|Multiselect|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q13e|Which type(s) of dual credit courses do/did you teach?|Other (please specify)|Multiselect|0|11|0|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q13e|Which type(s) of dual credit courses do/did you teach?|Other (please specify)|Multiselect|0|33|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|0|33|na|2024
sch01|sch01|RegionA|DC|q13e|Which type(s) of dual credit courses do/did you teach?|Other (please specify)|Multiselect|0|187|0|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|4|0|0|0|0|187|na|2024
sch01|sch01|RegionA|DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|154|176|0.875|All|All|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|154|176|na|2024
sch01|sch01|RegionA|DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|66|77|0.857142857142857|Gender|Male|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|66|77|na|2024
sch01|sch01|RegionA|DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|88|99|0.888888888888889|Gender|Female|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|88|99|na|2024
sch01|sch01|RegionA|DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|143|165|0.866666666666667|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|3|0|0|0|143|165|na|2024
sch01|sch01|RegionA|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|143|176|0.8125|All|All|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|143|176|na|2024
sch01|sch01|RegionA|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|55|77|0.714285714285714|Gender|Male|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|55|77|na|2024
sch01|sch01|RegionA|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|88|99|0.888888888888889|Gender|Female|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|88|99|na|2024
sch01|sch01|RegionA|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|132|165|0.8|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|3|0|0|0|132|165|na|2024
sch01|sch01|RegionA|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|132|176|0.75|All|All|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|132|176|na|2024
sch01|sch01|RegionA|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|44|77|0.571428571428571|Gender|Male|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|44|77|na|2024
sch01|sch01|RegionA|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|88|99|0.888888888888889|Gender|Female|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|88|99|na|2024
sch01|sch01|RegionA|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|121|165|0.733333333333333|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|3|0|0|0|121|165|na|2024
sch01|sch01|RegionA|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|44|110|0.4|All|All|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|44|110|na|2024
sch01|sch01|RegionA|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|11|11|1|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|11|44|0.25|Gender|Male|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|11|44|na|2024
sch01|sch01|RegionA|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|22|55|0.4|Gender|Female|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|3|0|0|0|22|55|na|2024
sch01|sch01|RegionA|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|44|99|0.444444444444444|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|3|0|0|0|44|99|na|2024
sch01|sch01|RegionA|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|33|132|0.25|All|All|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|33|132|na|2024
sch01|sch01|RegionA|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|11|33|0.333333333333333|Gender|Male|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|11|33|na|2024
sch01|sch01|RegionA|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|22|88|0.25|Gender|Female|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|3|0|0|0|22|88|na|2024
sch01|sch01|RegionA|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|33|132|0.25|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|33|132|na|2024
sch01|sch01|RegionA|DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|99|198|0.5|All|All|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|99|198|na|2024
sch01|sch01|RegionA|DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|44|77|0.571428571428571|Gender|Male|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|2|0|0|0|44|77|na|2024
